city,date,fare,ride_id
Josephside,2019-04-17 05:45:42,32.72,6.31791E+12
Nicolechester,2019-04-05 01:38:49,19.57,1.10947E+12
Veronicaberg,2019-01-18 10:33:29,33.04,4.34135E+12
Colemanland,2019-02-20 04:19:28,43.09,8.70031E+12
Lewishaven,2019-04-20 03:54:49,21.23,8.13952E+12
Mezachester,2019-01-06 02:08:30,39.83,8.42238E+12
Williamsonville,2019-02-01 17:54:05,38.9,1.24799E+12
Josephside,2019-01-17 18:16:29,35.68,4.97337E+12
New Olivia,2019-04-17 19:11:04,30.81,1.52129E+12
East Marymouth,2019-01-27 12:18:40,43.06,6.91138E+12
Lewishaven,2019-04-27 02:28:49,14.01,6.52498E+12
North Richardhaven,2019-01-28 23:31:02,21.85,3.77662E+12
New Raymond,2019-03-08 17:43:57,34.45,8.89571E+12
South Teresa,2019-04-19 07:57:59,17.27,6.6817E+12
Lake Ann,2019-05-07 20:40:29,24.89,7.35679E+12
West Kimmouth,2019-01-13 20:10:45,19.47,6.50488E+12
East Marymouth,2019-04-12 06:51:14,33.18,9.39326E+12
North Jeffrey,2019-02-28 08:46:35,31.14,6.7957E+12
Myersshire,2019-01-26 11:16:17,49.22,1.97393E+12
Williamsonville,2019-01-17 01:26:36,28.65,6.11493E+12
Victoriaport,2019-01-20 17:06:15,38.74,1.20114E+11
West Hannah,2019-04-19 21:55:50,24.58,2.15878E+12
Williamsonville,2019-02-12 17:54:17,26.49,8.22248E+12
Lake Omar,2019-04-06 20:29:14,40.55,8.96999E+12
East Marymouth,2019-04-02 01:04:22,20,9.37293E+12
Brandonfort,2019-04-07 00:42:08,35.76,2.96585E+12
Lake Ann,2019-01-15 19:40:34,28.15,3.60289E+12
Lake Robertside,2019-01-23 00:24:51,46.83,3.57454E+12
Brandonfort,2019-02-06 02:32:22,35.41,5.05322E+12
New Olivia,2019-03-27 01:37:59,34.65,7.34528E+12
Veronicaberg,2019-01-08 16:01:36,30.66,7.83873E+12
New Shannonberg,2019-04-20 03:18:12,41.85,5.50909E+12
Grayville,2019-03-14 23:10:28,25.12,3.75225E+12
South Teresa,2019-03-12 05:26:11,23.46,8.44457E+11
South Brenda,2019-02-19 12:50:35,29.37,6.76015E+11
Lewisland,2019-01-07 17:32:46,17.57,3.76661E+12
Lake Robertside,2019-02-05 03:17:09,21.45,3.67028E+12
West Hannah,2019-02-18 14:27:55,40.22,8.80634E+12
West Kimmouth,2019-02-08 21:11:13,27.93,6.52477E+11
East Marymouth,2019-02-21 19:36:31,41.21,2.45224E+12
Grayville,2019-02-13 06:07:20,48.59,4.96495E+12
New Olivia,2019-03-05 22:01:35,19.21,8.45979E+12
North Timothy,2019-04-29 23:10:18,29.39,6.60934E+12
East Kentstad,2019-01-26 04:48:10,39.19,9.30935E+12
East Danielview,2019-04-19 10:36:41,28.28,1.49456E+11
Veronicaberg,2019-02-05 20:42:28,46.91,3.27189E+12
West Hannah,2019-02-06 20:06:36,18.33,1.40449E+12
West Hannah,2019-02-16 20:00:05,20.35,7.96086E+12
Port Shane,2019-03-17 05:25:31,20.74,7.22872E+12
East Marymouth,2019-03-06 14:00:04,35.95,5.14728E+12
Veronicaberg,2019-04-25 18:21:25,24.51,6.52896E+12
Lewisland,2019-01-25 11:35:50,44.61,7.55798E+12
West Kimmouth,2019-03-16 18:10:06,35.36,6.75829E+12
North Timothy,2019-04-20 07:06:27,46.24,2.78545E+12
New Olivia,2019-01-27 12:15:38,46.97,3.2007E+12
West Hannah,2019-03-25 02:14:26,40.11,4.49637E+12
Lake Ann,2019-01-24 06:29:33,32.31,2.98517E+12
Myersshire,2019-03-15 08:22:42,15.71,2.81357E+12
New Raymond,2019-02-28 07:10:27,17.09,4.63337E+12
South Teresa,2019-02-12 02:44:55,33.19,7.57892E+11
North Timothy,2019-01-22 02:35:12,48.45,5.69683E+12
East Danielview,2019-04-07 06:31:28,18.98,6.29412E+12
Lake Scott,2019-01-30 02:27:30,48.78,1.36238E+12
Grayville,2019-04-14 21:00:30,49.85,9.37012E+12
South Teresa,2019-03-25 01:20:22,17.99,7.61376E+12
Lake Robertside,2019-04-01 03:17:42,28.07,1.6774E+12
Barronchester,2019-03-02 23:36:58,36.49,4.03157E+12
Nicolechester,2019-05-02 19:48:56,23.06,5.82838E+12
Lewishaven,2019-01-15 15:04:33,22.44,9.66134E+12
Lake Omar,2019-02-26 11:53:18,12.49,4.14493E+12
Victoriaport,2019-01-23 19:59:28,27.09,3.32811E+11
Williamsonville,2019-03-19 08:30:01,44.85,9.12022E+12
South Brenda,2019-01-03 21:29:48,19.99,5.34802E+12
New Olivia,2019-01-25 12:12:35,39.12,7.57471E+12
New Raymond,2019-05-03 08:35:40,13.36,8.61049E+12
West Kimmouth,2019-02-06 00:42:46,13.59,8.83791E+12
West Hannah,2019-05-05 07:51:30,36.08,1.86598E+12
East Aaronbury,2019-04-19 17:18:53,29.27,7.20171E+12
Lewisland,2019-03-10 02:11:51,40.27,6.28444E+12
North Timothy,2019-01-14 16:59:57,15.06,1.23675E+12
Rodriguezview,2019-02-15 10:47:34,45.4,5.20469E+11
North Jeffrey,2019-03-07 02:57:25,29.34,2.59227E+12
Josephside,2019-02-22 14:39:23,16.97,1.75796E+12
Grayville,2019-01-03 13:04:14,12.6,8.66343E+12
West Kimmouth,2019-03-07 22:30:47,29.43,7.6803E+12
Davidfurt,2019-03-26 04:20:21,28.69,5.1035E+12
South Brenda,2019-01-16 03:08:59,20.27,3.31823E+12
North Timothy,2019-01-17 20:12:17,40.87,1506044208
North Richardhaven,2019-03-14 00:49:54,13.09,5.41369E+12
New Raymond,2019-03-17 04:31:36,18.09,5.03486E+12
North Jeffrey,2019-02-28 05:55:43,46.4,7.54697E+12
Lake Scott,2019-02-18 01:12:45,38.47,1.40263E+12
Colemanland,2019-01-01 00:46:46,47.74,2.21591E+12
Lake Robertside,2019-03-27 08:12:04,29.07,2.04476E+12
West Hannah,2019-01-27 19:15:34,22.42,3.20438E+12
Bethanyland,2019-02-11 17:43:43,23.06,4.37474E+12
Bethanyland,2019-05-03 04:50:41,40.85,6.70064E+12
New Olivia,2019-04-10 06:25:27,30.41,7.89464E+12
North Timothy,2019-02-25 00:01:15,22.27,8.60443E+12
West Kimmouth,2019-01-17 09:19:38,24.22,8.37624E+12
Lewishaven,2019-03-02 07:48:06,33.22,8.10002E+11
Grayville,2019-02-18 10:30:42,12.55,9.99956E+11
East Marymouth,2019-05-04 23:18:24,39.07,4.4593E+12
Davidfurt,2019-03-15 05:02:16,48.34,2.4061E+12
Sotoville,2019-01-01 02:07:24,24.07,7.82743E+12
Mezachester,2019-04-29 16:20:21,28.43,7.2853E+12
Veronicaberg,2019-01-20 05:00:30,22.02,4.11034E+12
Lewishaven,2019-01-02 17:52:38,20.68,8.8438E+12
Josephside,2019-03-19 17:33:54,37.42,6.75844E+12
West Kimmouth,2019-04-05 11:36:47,28.07,3.8669E+12
New Raymond,2019-03-06 17:11:44,15.53,6.11832E+12
Barronchester,2019-04-07 14:43:07,21.95,9.35581E+12
South Teresa,2019-02-24 16:51:34,48.8,8.24317E+12
Lake Robertside,2019-01-14 19:24:50,21.46,2.93261E+12
Josephside,2019-02-07 20:52:57,15.98,6.78892E+12
West Hannah,2019-02-17 17:21:26,12.6,2.7285E+12
South Brenda,2019-03-23 02:01:07,40.53,2.61964E+12
Williamsonville,2019-02-19 07:48:32,22.23,1.78416E+12
New Raymond,2019-01-07 10:02:58,28.74,4.25285E+12
Brandonfort,2019-01-11 16:25:13,37.35,8.70194E+12
Colemanland,2019-02-21 22:04:15,30.97,4.04653E+12
South Teresa,2019-04-19 20:01:34,34.93,9.23316E+12
Myersshire,2019-03-25 08:26:36,18.16,2.36425E+12
East Danielview,2019-03-02 02:47:45,14.32,2.1061E+12
West Hannah,2019-04-23 04:56:58,47.08,6.28059E+12
Nicolechester,2019-01-07 10:41:44,27.44,1.91836E+12
Barronchester,2019-02-18 18:35:53,42.32,3.49352E+12
North Timothy,2019-05-07 14:00:13,26.3,4.90517E+12
East Aaronbury,2019-04-08 18:59:12,21.29,6.30561E+11
Bethanyland,2019-03-26 18:27:51,24.27,7.24723E+12
East Danielview,2019-05-03 18:09:16,48.24,3.3281E+12
New Olivia,2019-01-03 09:58:50,38.31,93262977180
Rodriguezview,2019-01-09 11:55:20,29.19,38504866921
Victoriaport,2019-02-27 17:13:14,44.91,6.92663E+12
North Jeffrey,2019-01-23 23:42:43,27.11,6.33205E+12
New Olivia,2019-02-06 20:39:59,13.03,1.37741E+12
East Danielview,2019-02-28 20:26:11,42.71,2.32233E+12
Bethanyland,2019-02-18 09:31:03,38.8,9.38223E+12
Colemanland,2019-02-01 20:59:22,16.11,7.60029E+12
Grayville,2019-02-26 12:59:19,12.64,5.43831E+11
Nicolechester,2019-03-14 01:22:19,47.93,4.42338E+12
Bethanyland,2019-02-03 05:47:32,22.82,9.67569E+12
Nicolechester,2019-01-12 22:48:48,30.79,9.52338E+12
Port Shane,2019-04-24 10:06:18,45.92,5.38891E+12
Brandonfort,2019-05-03 02:01:05,41.62,3.18313E+12
West Kimmouth,2019-04-15 19:22:28,27.16,8.18072E+12
Williamsonville,2019-01-30 05:20:56,36.81,8.08567E+12
Josephside,2019-04-02 12:23:30,49.33,4.82647E+11
Josephside,2019-02-17 23:01:31,38.24,1.24677E+12
Mezachester,2019-04-01 00:02:26,24.4,8.95952E+12
Josephside,2019-01-18 10:21:24,14.75,6.14037E+12
North Richardhaven,2019-04-04 21:05:55,23.79,1.14566E+12
Bethanyland,2019-02-08 19:50:47,28.27,5.51853E+12
Lake Scott,2019-01-24 19:21:15,47.83,6.81244E+12
East Danielview,2019-02-19 04:44:18,31.72,7.45253E+12
East Aaronbury,2019-02-24 16:37:18,36.88,9.77719E+12
Sotoville,2019-03-28 19:16:00,34.03,3.99885E+12
Lewishaven,2019-01-18 04:09:11,32.13,2.82058E+12
Josephside,2019-04-01 03:46:48,23.73,6.1245E+12
Nicolechester,2019-02-04 09:41:31,49.21,4.28043E+12
Josephside,2019-03-07 02:22:26,39.17,6.54097E+12
East Kentstad,2019-05-07 13:29:36,38.74,41356844955
Colemanland,2019-02-28 21:02:12,35.07,8.31333E+12
Lewishaven,2019-02-22 14:40:05,20.35,3.26261E+12
Lake Robertside,2019-04-02 08:53:30,21.31,4.62757E+12
Lake Scott,2019-03-16 23:48:07,28.99,6.20094E+12
Josephside,2019-05-02 15:30:02,21.33,6.69796E+12
South Brenda,2019-02-19 18:08:23,45.55,1.08908E+12
Williamsonville,2019-01-14 07:33:05,40.72,7.26212E+12
Colemanland,2019-02-26 17:44:43,32.7,7.01549E+12
New Olivia,2019-03-19 00:04:50,33.43,2.16378E+12
Lake Robertside,2019-03-12 06:05:13,31.23,3.34793E+12
Rodriguezview,2019-05-01 09:45:32,26.92,1.69386E+12
Brandonfort,2019-03-26 19:35:06,19.22,8.65846E+12
Victoriaport,2019-02-24 07:58:58,45.66,3.82143E+12
North Richardhaven,2019-01-20 05:13:43,20.89,6.06804E+12
Colemanland,2019-04-29 07:09:31,34.77,3.00413E+11
Williamsonville,2019-04-04 03:48:54,18.77,7.55468E+12
Barronchester,2019-03-06 06:36:21,46.07,4.55352E+12
Lewisland,2019-02-27 18:56:43,36.26,6.39214E+12
New Raymond,2019-03-07 17:57:04,26.55,6.93053E+12
South Brenda,2019-01-01 12:32:48,25.56,2.61354E+12
South Brenda,2019-03-21 22:45:23,49.59,3.89294E+12
North Timothy,2019-04-14 18:06:52,41.17,2.43823E+12
East Marymouth,2019-05-06 22:39:31,34.12,9.2158E+12
Barronchester,2019-03-26 18:27:56,30.32,1.77556E+12
Mezachester,2019-02-16 17:34:31,29.25,9.835E+12
East Kentstad,2019-04-19 14:47:58,44.82,7.4976E+11
East Marymouth,2019-01-11 02:12:41,12.21,56113993388
East Marymouth,2019-02-04 19:03:01,31.44,9.30907E+12
New Olivia,2019-02-03 08:51:22,42.89,7.78115E+12
North Jeffrey,2019-04-09 20:40:38,21.2,8.49076E+12
North Richardhaven,2019-01-19 03:13:31,41.94,4.57841E+12
Lake Scott,2019-05-05 05:58:08,18.48,7.98853E+12
West Kimmouth,2019-05-01 09:07:42,23.69,1.24693E+12
Lewisland,2019-02-21 23:06:09,23.3,7.49638E+12
Mezachester,2019-01-13 15:21:33,23.83,5.27085E+12
Williamsonville,2019-05-07 19:45:40,26.11,2.81673E+12
East Marymouth,2019-04-04 10:59:52,23.38,8.03394E+12
Veronicaberg,2019-05-07 13:31:26,42.48,3.34219E+12
Lewisland,2019-03-28 01:32:07,43.77,7.96383E+12
Lewisland,2019-02-06 20:33:58,33.22,5.52629E+12
Josephside,2019-02-24 03:58:18,40.92,1.75388E+11
Bethanyland,2019-03-17 20:29:08,44.81,4.17323E+12
North Richardhaven,2019-02-07 00:21:48,12.58,1.42675E+12
West Kimmouth,2019-03-09 02:23:55,35.3,5.03886E+12
Lake Robertside,2019-03-14 19:44:33,35.79,8.73916E+12
New Shannonberg,2019-02-18 11:25:31,21.66,8.77423E+12
North Jeffrey,2019-01-14 08:29:25,25.02,4.71896E+12
Nicolechester,2019-01-08 19:26:40,26.16,8.90381E+11
Williamsonville,2019-03-06 03:55:58,25.69,8.75561E+11
Colemanland,2019-04-23 17:09:32,16.1,3.62574E+12
West Hannah,2019-04-02 16:29:09,33.41,3.05586E+11
South Brenda,2019-01-16 13:20:41,47.66,4.35784E+12
Grayville,2019-03-05 12:31:13,14.15,3.50358E+12
Port Shane,2019-01-28 15:34:02,45.7,5.71797E+12
Veronicaberg,2019-02-09 06:55:14,26.39,1.33283E+12
North Jeffrey,2019-02-18 20:41:01,35.03,4.4807E+12
Nicolechester,2019-02-10 16:40:09,37.22,3.46427E+12
Grayville,2019-03-20 05:36:50,35.34,3.55075E+12
West Kimmouth,2019-03-29 04:50:41,34.84,1.76961E+12
New Raymond,2019-04-08 14:44:02,46.37,2.49397E+11
West Kimmouth,2019-01-09 19:41:26,19.77,6.84129E+11
Brandonfort,2019-01-10 11:10:22,40.2,9.84078E+12
Victoriaport,2019-01-26 08:07:22,23.94,4.20032E+12
Port Shane,2019-04-06 11:22:21,43.21,1.9145E+12
Brandonfort,2019-03-13 23:19:14,21.62,9.83955E+12
North Jeffrey,2019-01-10 19:17:37,33.85,8.08941E+12
New Shannonberg,2019-04-20 10:09:38,46.8,5.91725E+11
Barronchester,2019-03-20 18:52:21,35.09,4.84215E+12
Josephside,2019-04-26 02:02:57,27.2,3.02737E+12
Rodriguezview,2019-05-05 20:48:58,25.19,5.10654E+12
South Teresa,2019-03-26 08:11:14,37.29,8.50175E+11
Port Shane,2019-01-15 18:16:14,33.95,5.35562E+12
New Shannonberg,2019-05-02 11:40:37,13.08,5.6481E+12
Rodriguezview,2019-04-24 08:08:13,18.22,6.27133E+12
Lake Ann,2019-02-16 07:08:25,39.8,1.71208E+12
Myersshire,2019-04-15 00:07:05,32.13,6.92114E+12
Colemanland,2019-04-22 07:16:32,31.43,8.42816E+12
Veronicaberg,2019-01-11 16:25:01,31.26,8.82167E+12
Lewishaven,2019-01-20 12:47:59,35,5.77226E+12
South Brenda,2019-03-04 01:04:32,16.6,2.24159E+12
East Marymouth,2019-01-23 06:04:50,24.91,5.9999E+12
Rodriguezview,2019-04-28 00:56:58,26.61,4.83979E+12
Grayville,2019-01-07 20:09:43,34.62,8.23837E+12
Nicolechester,2019-03-08 15:28:03,31.71,5.15797E+12
Lake Scott,2019-05-02 19:14:47,35.54,8.21897E+12
Rodriguezview,2019-01-12 02:10:45,26.41,8.99334E+11
South Teresa,2019-03-01 13:10:47,34.24,2.68712E+12
Lake Scott,2019-01-24 08:27:55,23.8,8.22938E+12
South Brenda,2019-01-28 11:55:30,30.98,5.99776E+12
South Brenda,2019-01-05 14:49:26,47.38,2.88574E+12
Josephside,2019-02-03 14:48:11,43.39,7.79497E+12
Myersshire,2019-04-20 04:56:35,37.15,4.25308E+12
East Danielview,2019-01-15 03:55:58,21.97,2.3248E+11
North Timothy,2019-02-16 17:53:54,14.94,7.96424E+12
Sotoville,2019-04-22 03:14:42,31.24,9.47486E+11
Grayville,2019-01-25 10:17:54,39.35,6.10511E+12
Myersshire,2019-04-30 10:54:39,41.25,5.29359E+12
Barronchester,2019-01-09 09:01:36,38.57,1.24687E+12
Mezachester,2019-01-02 16:22:46,47.07,8.98836E+12
East Marymouth,2019-01-19 19:28:27,29.94,3.88682E+11
West Kimmouth,2019-02-10 23:43:22,23.35,6.12096E+12
Veronicaberg,2019-01-31 02:16:32,23.41,4.29992E+12
Josephside,2019-04-10 10:56:10,32.26,5.71935E+12
Sotoville,2019-04-27 19:45:48,28.84,9.91397E+12
Veronicaberg,2019-01-18 18:40:38,44.05,1.68015E+12
Victoriaport,2019-03-19 16:48:22,29.54,3.04973E+12
New Raymond,2019-01-10 12:41:37,49.19,7.82715E+12
West Hannah,2019-02-13 09:44:34,42.61,8.81326E+11
East Danielview,2019-05-02 19:46:29,19.41,8.11909E+12
Veronicaberg,2019-01-29 03:50:50,48.05,5.23295E+12
Davidfurt,2019-02-03 13:58:48,33.84,7.1593E+12
Davidfurt,2019-02-20 01:41:29,46.67,2.88213E+12
South Teresa,2019-04-25 11:50:39,38.81,8.75807E+12
West Hannah,2019-01-07 19:37:28,46.64,5.78857E+12
Lake Ann,2019-03-30 17:23:54,23.87,5.12673E+12
Bethanyland,2019-01-25 01:04:58,41.85,5.32729E+12
East Danielview,2019-02-14 20:03:27,20.26,7.52786E+12
South Brenda,2019-02-13 15:40:11,31.67,7.82461E+12
Colemanland,2019-04-16 18:17:30,42.08,9.74604E+12
Davidfurt,2019-04-06 15:38:15,17.99,8.57811E+12
Bethanyland,2019-01-28 08:33:08,23.73,4.13245E+12
Sotoville,2019-01-21 10:21:39,34.06,5.6975E+11
East Aaronbury,2019-01-10 08:33:56,23.02,9.26542E+12
Colemanland,2019-01-11 00:28:17,49.28,4.06453E+12
Lewishaven,2019-04-27 07:18:32,18.56,4.91983E+12
Lake Omar,2019-01-17 18:29:58,28.54,8.21283E+12
New Shannonberg,2019-02-12 20:27:25,15.31,9.47627E+12
North Jeffrey,2019-02-16 19:18:44,26.66,7.46905E+12
South Brenda,2019-02-14 07:07:15,16.86,5.97645E+12
North Richardhaven,2019-02-07 13:18:22,27.02,6.40777E+11
South Brenda,2019-04-10 20:04:50,35.83,4.34284E+12
Grayville,2019-01-20 19:11:21,24.53,6.94759E+12
Victoriaport,2019-01-15 19:03:42,14.87,8.29884E+12
South Teresa,2019-04-27 14:37:32,45.77,4.66093E+12
East Marymouth,2019-04-23 14:20:23,33.66,8.23818E+12
Lake Omar,2019-03-03 13:17:20,33.97,1.57056E+12
Lake Scott,2019-02-18 11:38:56,47.37,2.72568E+12
Port Shane,2019-02-16 17:52:27,22.81,8.25362E+12
Davidfurt,2019-04-27 23:52:44,45.98,5.455E+12
Lake Ann,2019-01-10 04:20:54,18.22,2.89588E+12
New Raymond,2019-01-31 19:56:10,12.87,2.30062E+12
West Hannah,2019-03-09 11:22:47,21.44,8.3286E+12
Port Shane,2019-03-23 09:36:42,18.58,3.26138E+12
Barronchester,2019-02-04 14:59:51,45.75,7.21653E+12
Davidfurt,2019-02-12 10:07:16,49.55,3.63931E+12
Grayville,2019-05-01 14:27:25,26.26,6.82274E+12
Lake Robertside,2019-02-24 06:25:27,41.57,9.69893E+12
North Richardhaven,2019-01-16 13:38:10,21.06,1.76436E+12
Lewisland,2019-03-01 04:34:45,43.77,5.01347E+12
Mezachester,2019-02-13 09:16:55,38.55,8.13338E+12
Sotoville,2019-01-02 00:13:08,44.71,9.90388E+12
Mezachester,2019-04-19 09:25:56,17.51,1.7345E+12
South Teresa,2019-04-15 08:06:49,23.06,6.61719E+12
Davidfurt,2019-02-18 07:04:48,17.06,2.08406E+12
Lewisland,2019-02-18 12:17:12,23.87,4.51327E+12
East Aaronbury,2019-04-04 06:02:51,16.9,7.21704E+12
Mezachester,2019-02-17 13:16:12,34.17,1.42135E+12
North Timothy,2019-02-24 13:40:17,12.86,3.76466E+12
Veronicaberg,2019-04-23 20:34:22,47.51,9.50712E+12
Lake Scott,2019-03-16 18:07:57,20.1,5.40659E+12
New Raymond,2019-03-19 17:37:16,28.19,3.97789E+12
Josephside,2019-02-10 07:56:36,35.39,8.53682E+12
East Kentstad,2019-03-18 11:45:35,33.83,6.26555E+11
Williamsonville,2019-04-25 17:18:29,32.93,5.56442E+11
East Kentstad,2019-04-12 15:21:04,17.26,8.43953E+12
New Olivia,2019-03-22 05:00:48,24.8,4.46562E+12
Lake Ann,2019-02-08 10:30:53,40.27,3.07966E+12
Lake Omar,2019-03-29 20:14:14,14.77,6.60287E+12
Lake Omar,2019-01-17 04:55:14,35.94,8.67508E+12
Josephside,2019-02-28 11:07:35,41.18,2.44149E+12
East Kentstad,2019-03-04 21:52:28,20.83,2.47007E+12
Williamsonville,2019-03-22 03:05:41,38.41,1.33934E+12
Bethanyland,2019-04-30 19:49:17,27.99,9.68219E+12
North Timothy,2019-04-18 00:06:36,26.98,3.67836E+12
Lake Ann,2019-03-13 05:28:21,45.43,3.35808E+11
Mezachester,2019-04-14 02:15:14,15.17,8.11601E+12
New Shannonberg,2019-04-17 20:06:46,39.47,6.59893E+12
West Kimmouth,2019-03-24 21:04:18,49.96,5.9479E+12
New Raymond,2019-02-01 04:56:29,35.6,2.2501E+11
East Danielview,2019-05-04 02:14:41,40.02,3.64076E+12
Brandonfort,2019-04-19 05:52:21,44.24,1.39834E+12
New Olivia,2019-04-10 23:05:53,48.31,4.54321E+12
Myersshire,2019-02-15 13:31:47,40.6,5.02301E+12
Davidfurt,2019-02-01 04:21:21,20.44,1.85974E+11
Port Shane,2019-02-16 03:35:52,29.99,3.15424E+12
South Brenda,2019-03-08 11:06:45,41.85,6.40043E+12
New Shannonberg,2019-02-26 18:56:01,24.28,5.55904E+11
Lake Scott,2019-02-02 05:37:58,26.45,1.38058E+12
Rodriguezview,2019-02-19 08:21:56,42.1,4.26353E+12
Lake Robertside,2019-03-30 00:54:10,16.53,30234681362
Veronicaberg,2019-03-28 11:03:53,26.01,5.59078E+12
Colemanland,2019-02-16 03:51:28,15.04,4.02729E+12
Myersshire,2019-04-24 08:51:54,26.84,3.89315E+11
New Olivia,2019-05-07 02:49:39,15.41,4.67903E+12
Nicolechester,2019-03-08 16:35:39,26.12,1.5339E+12
South Brenda,2019-04-26 23:15:57,33.74,1.47299E+12
South Teresa,2019-02-23 16:30:58,26.28,7.86503E+12
North Timothy,2019-02-19 14:30:03,22.97,8.11551E+12
Davidfurt,2019-02-03 03:14:14,40.18,8.11698E+12
East Danielview,2019-04-16 21:06:59,42.94,7.30379E+12
Brandonfort,2019-03-16 20:49:24,19.23,4.3587E+12
Lake Robertside,2019-01-23 00:46:21,14.29,2.34289E+12
South Brenda,2019-04-27 07:34:33,30.28,7.027E+12
South Teresa,2019-01-20 08:25:35,30.37,9.59221E+12
East Danielview,2019-03-04 04:10:30,17.89,7.64021E+12
New Shannonberg,2019-05-02 21:53:54,28.99,3.40781E+12
Barronchester,2019-04-28 11:49:26,39.19,9.91774E+12
Barronchester,2019-03-19 19:18:34,46.42,2.88714E+12
West Hannah,2019-02-22 23:29:54,23.36,8.1796E+12
Nicolechester,2019-04-28 17:38:09,34.87,5.10194E+12
Lake Robertside,2019-02-10 15:11:49,20.98,7.33465E+12
Colemanland,2019-02-10 03:12:51,35.76,8.31309E+12
Bethanyland,2019-04-17 22:37:19,28.68,3.15094E+12
East Marymouth,2019-04-09 01:04:45,29.03,8.44287E+12
Rodriguezview,2019-04-22 20:56:25,44.68,1.13954E+12
Colemanland,2019-02-19 02:23:12,23.45,1.22468E+12
Lake Omar,2019-04-13 23:28:53,25.61,3.66779E+12
Davidfurt,2019-04-18 15:43:15,47.3,8.28934E+12
Davidfurt,2019-04-03 17:52:26,21.29,3.93429E+12
New Raymond,2019-03-28 14:25:57,14.75,7.75063E+11
Lake Scott,2019-02-02 14:18:01,17.55,3.94737E+12
Lake Scott,2019-02-22 06:26:20,37.51,2.59185E+12
West Kimmouth,2019-02-02 19:04:15,36.71,6.54813E+12
Davidfurt,2019-05-07 14:38:35,13.05,1.12652E+11
Port Shane,2019-03-27 11:55:03,28.8,4.39958E+12
Lake Ann,2019-05-02 06:15:27,47.44,9.06613E+12
North Timothy,2019-04-24 12:24:07,37.71,4.49908E+12
East Marymouth,2019-02-24 18:02:03,27.38,5.22442E+12
Lake Robertside,2019-01-25 21:44:01,48.81,6.51332E+12
Josephside,2019-02-25 10:17:56,35.8,2.85109E+12
Lake Robertside,2019-01-13 04:32:34,44.66,1.75734E+12
East Marymouth,2019-03-22 21:54:52,14.13,6.50276E+12
South Teresa,2019-01-13 15:30:59,20.93,6.76923E+12
Lake Robertside,2019-04-27 06:20:30,28.29,9.59553E+12
Lake Robertside,2019-04-07 06:35:19,46.5,5.12795E+12
Lake Omar,2019-01-03 01:16:44,14.61,7.11723E+12
Bethanyland,2019-03-23 21:53:17,40.07,6.35881E+11
West Kimmouth,2019-04-29 02:04:02,31.59,8.39023E+12
Lewisland,2019-02-11 09:00:54,30.56,5.32677E+12
Barronchester,2019-04-02 19:38:11,28.55,9.11268E+12
Mezachester,2019-05-07 15:34:59,44.87,6.58787E+12
Rodriguezview,2019-04-07 03:41:34,13.71,4.66612E+12
Lewishaven,2019-04-12 15:01:08,49.15,6.41139E+12
South Brenda,2019-02-18 06:29:58,41.32,9.77307E+12
Lake Omar,2019-04-15 16:39:18,45.64,3.8159E+12
Lewisland,2019-01-30 14:09:33,46.7,9.37453E+12
Nicolechester,2019-01-22 14:48:11,32.03,8.08525E+12
Lake Scott,2019-01-11 00:04:46,23.44,8.55767E+12
Davidfurt,2019-02-05 18:23:12,27.55,6.57488E+12
Port Shane,2019-04-18 00:52:13,12.05,1.54679E+12
Bethanyland,2019-03-14 09:47:00,44.31,5.7853E+11
South Teresa,2019-03-08 05:29:57,42.68,6.55118E+12
Josephside,2019-04-12 14:30:09,37.37,2.63269E+12
Myersshire,2019-04-17 23:24:53,20.51,4.67005E+12
Victoriaport,2019-02-06 16:28:16,45.86,6.84439E+12
Brandonfort,2019-01-30 01:51:47,17.5,6.47722E+12
Bethanyland,2019-03-15 13:10:56,39.66,9.76644E+12
East Marymouth,2019-03-05 19:06:05,25.44,7.45116E+12
North Jeffrey,2019-03-19 06:00:46,31.16,2.45874E+12
Victoriaport,2019-01-29 04:04:14,35.5,2.1861E+12
Mezachester,2019-01-15 04:53:21,16.6,3.35605E+12
Rodriguezview,2019-02-14 01:59:34,30.39,9.18047E+12
West Hannah,2019-02-23 11:22:24,23.5,7.79876E+12
Port Shane,2019-03-17 00:39:06,47.75,1.41742E+12
Colemanland,2019-01-22 10:21:39,46.43,3.16207E+12
Nicolechester,2019-03-28 04:12:36,26.22,1.22825E+11
Josephside,2019-01-02 07:26:53,33.57,8.53093E+12
Lewisland,2019-01-23 18:17:47,26.69,4.36044E+12
South Teresa,2019-02-11 15:07:10,28.64,3.21468E+11
West Kimmouth,2019-02-18 11:53:43,49.38,1.63156E+12
Davidfurt,2019-03-09 23:07:34,26.24,4.65249E+12
North Jeffrey,2019-02-21 12:56:58,22.96,6.85385E+12
East Kentstad,2019-04-10 20:44:59,21.38,9.07891E+12
Brandonfort,2019-04-04 21:13:48,21.56,8.10843E+12
Lewishaven,2019-03-29 07:24:39,14.21,1.26283E+11
East Danielview,2019-04-26 08:14:46,40.76,2.97066E+12
Veronicaberg,2019-04-02 03:59:06,16.63,4.52806E+12
Lake Omar,2019-05-05 23:39:30,12.45,6.3841E+12
Lake Omar,2019-04-13 07:09:45,24.9,9.45408E+12
Josephside,2019-03-18 22:55:17,35.58,5.45261E+12
